theta,mu,source_current_a,max_abs_sin_phi,max_abs_phi,min_cos_phi,strongest_branch,state_norm,pump_node_flux,time_s
0.0,1.1299598687329626e-05,1.0,0.7518638411391109,0.8508844618709706,0.6593184089554469,1829,6.329023969844416,-9.866573179775453e-18,0.0
0.05,1.12854776886634e-05,0.9987502603949663,0.7520964097416774,0.8512372738034627,0.6590531013914426,1830,6.319567388839353,2.7613395652645807e-16,1.0073097664044009e-12
0.1,1.1243149980543993e-05,0.9950041652780258,0.7547770349444016,0.8553141576263703,0.6559814231520109,1830,6.3115774067091195,5.611214006946166e-16,2.0146195328088018e-12
0.15000000000000002,1.117272133888873e-05,0.9887710779360422,0.7556956930030161,0.8567157212404017,0.6549229111709952,1790,6.30504527295209,8.443838554858907e-16,3.021929299213203e-12
0.2,1.1074367763520012e-05,0.9800665778412416,0.7572462243363779,0.8590864681356272,0.6531295091544249,1727,6.299945038531354,1.1252118100416425e-15,4.0292390656176035e-12
0.25,1.0948335038423387e-05,0.9689124217106447,0.757822919474928,0.8599698927823135,0.6524602843993624,1727,6.29623479119192,1.40290017207946e-15,5.036548832022004e-12
0.3,1.0794938117643083e-05,0.955336489125606,0.7565479631254862,0.8580180290096941,0.6539382077006036,1727,6.293858193489643,1.6767504779843572e-15,6.043858598426405e-12
0.35,1.0614560338349043e-05,0.9393727128473789,0.7534035413595825,0.8532228726622841,0.6575584414079404,1727,6.2927461287222,1.946073111458146e-15,7.0511683648308055e-12
0.39999999999999997,1.0407652463041319e-05,0.9210609940028851,0.7518295874365495,0.850832510207737,0.6593574686427597,1728,6.292818300729107,2.2101894974698756e-15,8.058478131235205e-12
0.44999999999999996,1.0174731553284543e-05,0.900447102352677,0.7502776616743675,0.8484819639421473,0.6611228557480398,1688,6.29398469065177,2.4684342397772716e-15,9.065787897639607e-12
0.49999999999999994,9.916379677786028e-06,0.8775825618903728,0.7479903236925736,0.845028945194264,0.6637096320397038,1688,6.296146833112456,2.7201571723981223e-15,1.0073097664044007e-11
0.5499999999999999,9.633242458044956e-06,0.8525245220595058,0.7440247323860105,0.8390740032332898,0.668152076699553,1688,6.299198925783679,2.964725299112278e-15,1.1080407430448408e-11
0.6,9.326027455205817e-06,0.8253356149096783,0.7384350844254977,0.830746684211082,0.6743245702845984,1688,6.303028823563618,3.2015246002029727e-15,1.208771719685281e-11
0.65,8.99550240214608e-06,0.7960837985490559,0.7361714116779531,0.8273958772865687,0.676795133425241,1689,6.307518987808479,3.4299616919841192e-15,1.3095026963257211e-11
0.7000000000000001,8.642493285214621e-06,0.7648421872844884,0.7337536054491474,0.8238303494655147,0.6794156654731894,2498,6.312547460965801,3.649465331762307e-15,1.4102336729661613e-11
0.7500000000000001,8.26788228041313e-06,0.7316888688738208,0.7311664338681065,0.820030202043642,0.6821991248782102,2395,6.317988919150717,3.859487768177637e-15,1.5109646496066016e-11
0.8000000000000002,7.87260554917629e-06,0.6967067093471653,0.7304644665153504,0.819001791423224,0.6829507033149937,2395,6.323715824836199,4.05950594377251e-15,1.6116956262470417e-11
0.8500000000000002,7.45765089925737e-06,0.659983145884982,0.7280685232914857,0.8155001188543698,0.6855043584049305,2395,6.329599666938663,4.249022562630313e-15,1.712426602887482e-11
0.9000000000000002,7.024055316562817e-06,0.6216099682706643,0.7240082512373638,0.8095955554222216,0.6897913105716934,2395,6.335512245263571,4.4275670405901745e-15,1.813157579527922e-11
0.9500000000000003,6.572902374101879e-06,0.5816830894638833,0.7228617449385204,0.8079348959203145,0.6909926900513763,2396,6.341326938074411,4.5946963585973644e-15,1.9138885561683622e-11
1.0000000000000002,6.105319524524309e-06,0.5403023058681395,0.7211347545107404,0.8054388630890951,0.6927948223224061,2396,6.346919889266701,4.7499958410581775e-15,2.014619532808802e-11
