compression_db,compression_model_depletion_only,external_manley_rowe_evaluable,external_manley_rowe_photon_flux,external_manley_rowe_photon_scale,external_manley_rowe_rel_err,external_supplied_power,gain_db,gain_vs_off_db,hb_residual_rel,idler_s21_imag,idler_s21_real,last_converged_signal_current_a,manley_rowe_evaluable,manley_rowe_photon_flux,manley_rowe_photon_scale,manley_rowe_rel_err,power_balance_rel_err,pump_depletion_db,pump_s21_imag,pump_s21_real,recovery_rung,signal_current_a,signal_power_dbm,signal_s21_imag,signal_s21_real,status
0.0,12.620219528596914,1.0,1.581015668552703e-30,1.6153894440753402e-28,0.00978721059711819,5.2028609710627395e-20,11.714900627827397,12.62021955896592,1.257568130270513e-12,0.6521003340977132,-3.9839452243398763,1e-10,1.0,6.033781558406145e-26,1.2070988016501216e-25,0.49985813507211485,3.815762947049078e-15,-3.039940246196693e-07,-0.04899894166545558,-0.270034560818213,adaptive_first_point,1e-10,-156.02059991327963,2.888647145238895,2.549046265729825,VALID_SOLVED
8.011707333110962e-07,12.620218654098753,1.0,5.437024234826244e-30,5.516210820779275e-28,0.009856447498970237,1.7948155641210897e-19,11.714899826656662,12.620218757795186,1.4445776553955093e-12,0.6521008207648877,-3.9839447385741757,1.8478497974222944e-10,1.0,6.033818347484417e-26,1.2091349043915772e-25,0.4990194498206604,7.949506124519285e-16,-1.0379806187899021e-06,-0.048998910568686,-0.27003454289071177,previous,1.8478497974222944e-10,-150.68726657994628,2.8886465288423917,2.549046427186355,VALID_SOLVED
3.536887453137183e-06,12.620215668002164,1.0,1.8583624820132394e-29,1.8835545299521892e-27,0.009866252622165448,6.137315025792751e-19,11.714897090939939,12.620216022078466,1.2673780357845428e-12,0.6521024824946381,-3.9839430798671245,3.414548873833601e-10,1.0,6.033943965516823e-26,1.2160872708770893e-25,0.4961768871377881,8.426476437097355e-15,-3.5442139356689495e-06,-0.048998804387641474,-0.27003448167629784,previous,3.414548873833601e-10,-145.35393324661297,2.8886444240991835,2.549046978464277,VALID_SOLVED
1.2878138372585113e-05,12.620205471819425,1.0,6.348425269987598e-29,6.431503930363122e-27,0.009870825453463055,2.097015093408011e-18,11.714887749689023,12.620206680827547,1.2676828069833644e-12,0.6521081565405443,-3.983937416120771,6.309573444801942e-10,1.0,6.034372895284414e-26,1.2398263980269705e-25,0.48671111575680015,4.610713419626543e-15,-1.2101853965162945e-05,-0.04899844182789718,-0.2700342726570254,previous,6.309573444801942e-10,-140.02059991327963,2.8886372373558293,2.549048860810147,VALID_SOLVED
4.477412150016846e-05,12.620170656658814,1.0,2.1682412034382655e-28,2.1960568012191874e-26,0.009873338441130123,7.162903413825685e-18,11.714855853705897,12.62017478484442,1.4304695344685937e-12,0.6521275307066955,-3.9839180770524307,1.1659144011798312e-09,1.0,6.035837508393344e-26,1.3208840152064093e-25,0.45695439106742064,1.8919822595266904e-14,-4.1322146419275896e-05,-0.04899720385722578,-0.27003355895439995,previous,1.1659144011798312e-09,-134.6872665799463,2.8886126979901277,2.549055288090724,VALID_SOLVED
0.00015368274785387825,12.620051780696201,1.0,7.404201411259726e-28,7.49835082253557e-26,0.009874439842167845,2.446089455737451e-17,11.714746945079542,12.620065876218066,1.7483128553464444e-12,0.6521936830801849,-3.983852043532487,2.1544346900318866e-09,1.0,6.040838629613738e-26,1.5976499683199566e-25,0.37810776762109616,9.857384005825644e-15,-0.00014109407420725972,-0.04899297683084777,-0.2700311220273647,previous,2.1544346900318866e-09,-129.35393324661294,2.888528908452947,2.549077233316674,VALID_SOLVED
0.0005255358592304304,12.619645897567748,1.0,2.5286787735072113e-27,2.560121542293509e-25,0.009877182515490536,8.354321704458765e-17,11.714375091968165,12.619694023106689,1.245369255116483e-11,0.6524195441624715,-3.9836265767678003,3.981071705534969e-09,1.0,6.057916698211703e-26,2.542573098427269e-25,0.23825929338900348,1.192424428661046e-14,-0.0004817446800302605,-0.04897854443360176,-0.27002280155081276,previous,3.981071705534969e-09,-124.02059991327963,2.8882428204556216,2.5491521543329614,VALID_SOLVED
0.0017948532292972885,12.618260428949648,1.0,8.633430439568388e-27,8.738950542034753e-25,0.00987925311859953,2.8519212098073965e-16,11.713105774598096,12.618424705736622,1.3454473430549845e-12,0.6531905908580196,-3.982856871251812,7.356422544596422e-09,1.0,6.116249939460977e-26,5.767804114962722e-25,0.10604122153861507,1.1129261014451507e-14,-0.0016445900903097055,-0.04892927381925743,-0.2699943982343536,previous,7.356422544596422e-09,-118.68726657994628,2.88726618618606,2.5494078842351984,VALID_SOLVED
0.006125089939638784,12.613534122471641,1.0,2.9488944416686003e-26,2.9808229243688983e-24,0.009892887019757948,9.739279175532613e-16,11.708775537887757,12.61409446902628,1.3871777135222743e-12,0.6558211601372623,-3.980230250413444,1.3593563908785241e-08,1.0,6.315647699349727e-26,1.676590115130796e-24,0.037669598802668736,1.2560036308772951e-14,-0.0056115360019859395,-0.04876115662166467,-0.26989749413305425,previous,1.3593563908785241e-08,-113.35393324661297,2.883933858600666,2.5502798055418583,VALID_SOLVED
0.02086499285791632,12.597448013753949,1.0,1.0080248814405831e-25,1.0141814751321603e-23,0.009939294950237827,3.3269624864986964e-15,11.694035634969477,12.599354566108003,1.4959420588197728e-12,0.6647779231656579,-3.9712800319733943,2.511886431509582e-08,1.0,6.998987818594656e-26,5.415004103564485e-24,0.012925175465679697,2.5437151078813362e-14,-0.019114438117588506,-0.04818849461598385,-0.26956754604014294,previous,2.511886431509582e-08,-108.02059991327963,2.8725838923862534,2.553242317551761,VALID_SOLVED
0.07066767161719589,12.543119451397038,1.0,3.4543329364268377e-25,3.4213495207961374e-23,0.01009640469478554,1.1376698774235887e-14,11.6442329562102,12.549551887348724,1.676368541753211e-11,0.6950680305150767,-3.9409306543899016,4.641588833612773e-08,1.0,9.359567998107489e-26,1.7986241955352118e-23,0.005203737401810269,1.0853995732438767e-12,-0.06473286361285346,-0.04624897578261293,-0.26845160278179675,previous,4.641588833612773e-08,-102.68726657994631,2.834154319303153,2.563188934648259,VALID_SOLVED
0.23486088436745156,12.364245426354026,1.0,1.1909912040842528e-24,1.1225334430255382e-22,0.010609850525915752,3.903616916373578e-14,11.480039743459947,12.385358674598468,1.2669730540945339e-12,0.7952083640245896,-3.8396172426213115,8.576958985908945e-08,1.0,1.7645166090689088e-25,5.879138914952737e-23,0.003001318108985513,3.924606577591498e-11,-0.21506373390817046,-0.03980203652560791,-0.26475718136296705,previous,8.576958985908945e-08,-97.35393324661295,2.706506264289318,2.595270266167592,VALID_SOLVED
0.736450680827641,11.819856356502585,1.0,4.012002876842828e-24,3.391268631921556e-22,0.011830389486336718,1.352911502132587e-13,10.978449946999756,11.883768878138278,1.2597575741475727e-12,1.1036769081420303,-3.5158268066247236,1.584893192461114e-07,1.0,4.249932240512074e-25,1.778637906429667e-22,0.0023894308252111513,1.1736892493270967e-09,-0.6732521520016856,-0.0195522674706271,-0.2532214574263733,previous,1.584893192461114e-07,-92.02059991327963,2.305712324154922,2.6852617383235877,VALID_SOLVED
1.9898272068032163,10.46870657852953,1.0,1.1504558730019884e-23,8.487713647821288e-22,0.013554367179874158,4.732636601453661e-13,9.72507342102418,10.630392352162703,1.3585481425403956e-12,1.8775511720490332,-2.5296827931220425,2.928644564625237e-07,1.0,4.917345665514051e-25,4.481916347237555e-22,0.0010971524866912954,2.3077578801722052e-08,-1.8136882968484613,0.035564149934868165,-0.21986754159015984,previous,2.928644564625237e-07,-86.68726657994628,1.2140724564215686,2.8129356771374763,VALID_SOLVED
4.381615305460297,7.92584935826266,1.0,3.6016070477556064e-23,1.5733849312734295e-21,0.022890819507471842,1.5360604937817054e-12,7.333285322367098,8.238604253505622,9.375819733006897e-11,2.2958177567419016,0.12883823514359433,5.411695265464637e-07,1.0,9.949214383725699e-25,8.462518506452519e-22,0.0011756800739802934,2.1047230972815782e-07,-3.590877132843401,0.13449954461596056,-0.12189008344633505,previous,5.411695265464637e-07,-81.35393324661295,-0.7797049288349718,2.1917334837553604,VALID_SOLVED
9.141947300763658,3.123165041016885,1.0,8.72199008839832e-23,1.2366617380432793e-21,0.07052850282405258,3.7752115426058354e-12,2.572953327063739,3.4782722582022623,1.3109098158073335e-12,-0.14066406495040273,1.0935600945607111,1e-06,1.0,1.452936567781723e-24,7.165346122272746e-22,0.002027726983439667,2.819585312432446e-07,-1.3915326297147779,0.2209247991057531,0.0765697177820459,signal_substep,1e-06,-76.02059991327963,-1.322283403097861,0.2448878847552717,VALID_SOLVED
