branch_count,delta_k_mean_rad_per_cell,delta_k_spread_rad_per_cell,gradient_sign_changes,internal_peaking_factor,max_signal_over_max_pump,p1db_input_dbm,profile_monotone,signal_ghz,small_signal_gain_db,status
2508,-0.04855570958564046,3.326271484867867,176,2.0873596555190757,0.2512186142657547,-89.64559991327963,False,5.8,4.467883133293019,VALID_SOLVED
2508,-0.06000243557720673,3.0557205333011126,195,4.271626514590586,0.22521100461431834,-92.89559991327963,False,6.49,12.869660230822157,VALID_SOLVED
2508,-0.1389560305236249,2.9828445030611164,232,5.703044125282168,0.33693407322305235,-94.14559991327963,False,7.629,16.23655164403793,VALID_SOLVED
