frequency_ghz,signal_power_dbm,gain_db,compression_db,observed_pump_depletion_db_port2,required_depletion_db,observed_minus_required_db,converted_fraction_relative_port2_pump,pump_port_reference_power_w,status
6.943,-134.6872665799463,13.636409359641728,7.059339085913052e-05,-5.323533252266088e-05,5.7555341108145026e-05,-0.00011079067363080591,1.2257813181149046e-05,1.184805698559986e-10,VALID_SOLVED
6.943,-129.35393324661294,13.63623764925681,0.00024230377577794115,-0.0001817693685399746,0.0001965223809289555,-0.0003782917494689301,4.185306797221955e-05,1.184805698559986e-10,VALID_SOLVED
6.943,-124.02059991327963,13.63565137860238,0.0008285744302067855,-0.0006205985006548786,0.0006709986188390239,-0.0012915971194939024,0.0001428878761891017,1.184805698559986e-10,VALID_SOLVED
6.943,-118.68726657994628,13.633650370581114,0.002829582451473911,-0.0021182928367107223,0.002290730342214823,-0.004409023178925545,0.00048763601773205156,1.184805698559986e-10,VALID_SOLVED
6.943,-113.35393324661297,13.626826118596291,0.009653834436296194,-0.007224207566494556,0.007816834964902413,-0.015041042531396969,0.0016620525234964934,1.184805698559986e-10,VALID_SOLVED
6.943,-108.02059991327963,13.60362160111606,0.032858351916527084,-0.02456531170432541,0.02663316855458214,-0.05119848025890755,0.005640404900680185,1.184805698559986e-10,VALID_SOLVED
6.943,-102.68726657994631,13.525499917977708,0.11098003505487952,-0.08271187385941836,0.09027488563396162,-0.17298675949338,0.018864900483789637,1.184805698559986e-10,VALID_SOLVED
6.943,-97.35393324661295,13.270880090172259,0.36559986286032853,-0.2696651038663287,0.3008115145498024,-0.5704766184161311,0.06020422205414733,1.184805698559986e-10,VALID_SOLVED
6.943,-92.02059991327963,12.51693998156557,1.1195399714670167,-0.7995514258742258,0.9513094176224297,-1.7508608434966555,0.168150313236076,1.184805698559986e-10,VALID_SOLVED
6.943,-86.68726657994628,10.72173315358141,2.914746799451178,-1.866543332127053,2.6391726681120495,-4.505716000239103,0.3493526477750639,1.184805698559986e-10,VALID_SOLVED
