ratio,flux_over_flux0,equilibrium_flux_rad,g1_over_Ic,g2_over_Ic,g3_over_Ic,g3_over_g1,status
0.005,0.30000000000000004,1.8706247298693006,0.33185274877796067,,-0.0059266388518090275,-0.017859242913110484,STABLE
0.005,0.31,1.9337646887937385,0.3315544381121715,,-0.005876896440752671,-0.01772528358906901,STABLE
0.005,0.32,1.9969608819370162,0.3312629713826225,,-0.005828290983565313,-0.017594151737633828,STABLE
0.005,0.33,2.0602119927366527,0.3309795363457489,,-0.005781020872540702,-0.01746639969457723,STABLE
0.005,0.34,2.1235164721399453,0.3307052936944848,,-0.005735280044008196,-0.017342571024298797,STABLE
0.005,0.35,2.1868725429056237,0.33044137182414923,,-0.005691257098425305,-0.017223197770326465,STABLE
0.005,0.36,2.250278205078712,0.33018886165413136,,-0.005649134428909679,-0.017108797676001184,STABLE
0.005,0.37,2.3137312426467154,0.3299488115370962,,-0.0056090873636273604,-0.016999871396708242,STABLE
0.005,0.38,2.3772292313759125,0.3297222222883658,,-0.0055712833276268916,-0.016896899726565606,STABLE
0.005,0.39,2.44076954781653,0.329510042368751,,-0.005535881029824801,-0.016800340863753278,STABLE
0.005,0.4,2.5043493794551432,0.3293131632543558,,-0.005503029680901025,-0.016710627739622362,STABLE
0.005,0.41000000000000003,2.567965735981747,0.32913241502674373,,-0.005472868247848183,-0.016628165437316416,STABLE
0.005,0.42000000000000004,2.6316154616278498,0.3289685622163109,,-0.005445524750832445,-0.016553328725836664,STABLE
0.005,0.43000000000000005,2.6952952485217554,0.3288222999307388,,-0.005421115607863117,-0.01648645973525819,STABLE
0.005,0.44,2.759001650994291,0.32869425029901095,,-0.0053997450325335246,-0.01642786579814345,STABLE
0.005,0.45,2.82273110076605,0.3285849592596386,,-0.005381504489783037,-0.01637781748108173,STABLE
0.005,0.46,2.8864799229126326,0.32849489371954876,,-0.005366472214255142,-0.01633654682875146,STABLE
0.005,0.47000000000000003,2.950244352540708,0.3284244391073837,,-0.00535471279536054,-0.016304245840881925,STABLE
0.005,0.48000000000000004,3.0140205520477537,0.3283738973420586,,-0.005346276832655508,-0.016281065200156365,STABLE
0.005,0.49,3.077804628868658,0.3283434852340507,,-0.005341200664561852,-0.0162671132663239,STABLE
0.005,0.5,3.141592653589793,0.3283333333333333,,-0.0053395061728395065,-0.016262455348749767,STABLE
0.01,0.2,1.228378277880604,0.33667620273458504,,-0.006732175223784608,-0.019995993685041777,STABLE
0.01,0.21000000000000002,1.2906381195764547,0.336083017496441,,-0.006633400606989823,-0.0197373870789531,STABLE
0.01,0.22,1.3530089644680117,0.3354781422223088,,-0.006532661571792362,-0.019472689125193173,STABLE
0.01,0.23,1.415493197817644,0.33486386090377757,,-0.006430337553208649,-0.019202841225844893,STABLE
0.01,0.24000000000000002,1.4780927969874382,0.33424251713319914,,-0.006326818177065493,-0.018928825187563406,STABLE
0.01,0.25,1.540809314749118,0.33361650641415,,-0.0062225019974322384,-0.01865166104733335,STABLE
0.01,0.26,1.6036438636078973,0.33298826792443975,,-0.006117795138949018,-0.01837240446061974,STABLE
0.01,0.27,1.6665971013315317,0.3323602757343811,,-0.006013109844126115,-0.018092143625887864,STABLE
0.01,0.28,1.7296692178858866,0.33173502948981676,,-0.005908862926868242,-0.017811995724285202,STABLE
0.01,0.29000000000000004,1.7928599239861276,0.33111504457690477,,-0.005805474134788705,-0.017533102859179587,STABLE
0.01,0.30000000000000004,1.8561684414776731,0.33050284179384865,,-0.005703364424311773,-0.017256627487243364,STABLE
0.01,0.31,1.919593495762923,0.32990093656352637,,-0.005602954154101398,-0.016983747340839944,STABLE
0.01,0.32,1.9831333104877436,0.3293118277302049,,-0.005504661203981135,-0.016715649850545106,STABLE
0.01,0.33,2.04678560469747,0.3287379859930708,,-0.005408899028194628,-0.016453526086603932,STABLE
0.01,0.34,2.1105475926566384,0.3281818420390463,,-0.005316074653580677,-0.01619856424886598,STABLE
0.01,0.35,2.1744159865220825,0.32764577444691806,,-0.005226586634932078,-0.015951942745957307,STABLE
0.01,0.36,2.238387002026592,0.32713209744425886,,-0.005140822981490741,-0.015714822916044497,STABLE
0.01,0.37,2.3024563673161973,0.32664304860736276,,-0.005059159070090056,-0.015488341453031672,STABLE
0.01,0.38,2.3666193350479547,0.326180776602487,,-0.004981955561902619,-0.015273602613234544,STABLE
0.01,0.39,2.4308706978254944,0.3257473290736296,,-0.004909556340998611,-0.015071670288012984,STABLE
0.01,0.4,2.495204807008442,0.32534464078773045,,-0.004842286493946055,-0.014883560037201848,STABLE
0.01,0.41000000000000003,2.5596155948888297,0.3249745221522506,,-0.00478045035043034,-0.014710231186033403,STABLE
0.01,0.42000000000000004,2.624096600192044,0.32463864822229643,,-0.004724329605290205,-0.014552579094203284,STABLE
0.01,0.43000000000000005,2.6886409967930436,0.324338548314827,,-0.004674181542464235,-0.01441142770956454,STABLE
0.01,0.44,2.7532416255158427,0.3240755963454718,,-0.0046302373810159485,-0.014287522520146851,STABLE
0.01,0.45,2.817891028815111,0.32385100199948424,,-0.004592700762730081,-0.014181524016829799,STABLE
