tan_delta,n,slope_db_per_db,slope_se_db_per_db,intercept_dbm,fit_rms_db
0.0001,3,-0.4307154146179575,0.062255514810592806,-85.41785301753846,0.27461687775464716
0.001,0,,,,
0.01,0,,,,
