max_power_balance_rel_err,number_of_crossings,p1db_input_dbm,returncode,signal_ghz,small_signal_gain_db,status,tan_delta
3.3722281887166344e-08,1,-87.64559991327963,0,5.8,4.943046848023236,VALID_SOLVED,0.0001
2.819585312432446e-07,1,-90.47893324661295,0,6.943,12.62021955896592,VALID_SOLVED,0.0001
1.5473596438059535e-07,1,-92.31226657994628,0,7.629,15.366227653036422,VALID_SOLVED,0.0001
3.8679138328254674e-09,0,,0,5.8,3.7579090460418514,VALID_SOLVED,0.001
3.946443939509781e-10,0,,0,6.943,4.73340304081365,VALID_SOLVED,0.001
2.698269916920592e-09,0,,0,7.629,5.484836698803326,VALID_SOLVED,0.001
1.4233140690033754e-14,0,,0,5.8,-0.002457129294326341,NO_GAIN_AT_OPERATING_POINT,0.01
4.373881568324422e-14,0,,0,6.943,0.08791541185176954,NO_GAIN_AT_OPERATING_POINT,0.01
1.5338074701891222e-14,0,,0,7.629,0.061670805107000515,NO_GAIN_AT_OPERATING_POINT,0.01
