pass,point_index,i_power,j_freq,pump_power_dbm,pump_freq_ghz,pump_current_peak_a,status,pump_status,gain_status,warm_started,warm_retry_reseed,pump_predictor,pump_failure_reason,gain_failure_reason,gain_db,gain_vs_off_db,gain_vs_pumpdiag_db,signal_ghz,linear_rel_residual,pump_runtime_s,pump_wall_runtime_s,pump_setup_runtime_s,pump_schur_setup_runtime_s,pump_solve_wall_runtime_s,pump_write_runtime_s,pump_factor_runtime_s,pump_preconditioner_assembly_runtime_s,pump_preconditioner_numeric_factor_runtime_s,pump_newton_total,pump_gmres_total,pump_coeff_rel,pump_time_rel,pump_branch_current_max,pump_continuation_method,pump_continuation_steps,pump_continuation_reached_target,pump_continuation_fold_lambda,pump_continuation_runtime_s,pump_column_arclength_fold_lambda,pump_column_arclength_terminal_reason,gain_total_runtime_s,gain_wall_runtime_s,gain_gamma_hat_runtime_s,gain_khat_build_runtime_s,gain_khat_off_runtime_s,gain_matrix_assemble_runtime_s,gain_factor_solve_runtime_s,gain_baseline_off_runtime_s,gain_baseline_pumpdiag_runtime_s,spectrum_peak_gain_db,spectrum_peak_signal_ghz,elapsed_s,pump_dir
warm,0,0,0,-23.64,8.1530612245,6.977185240748447e-06,PASS,VALID_CONVERGED,VALID_SOLVED,True,False,none,,,32.55958708187579,32.953766441980946,35.57357093755823,8.0530612245,7.928844321595502e-12,4.65658650000114,4.716640200000256,0.008079599996563047,4.599976819008589e-06,4.66734839999117,0.04113669996149838,3.383745900122449,0.0,0.0,5,5,9.463858731212257e-12,9.57826801122256e-12,1.8053321152292427e-06,direct,,,,,,,0.9208766000228934,0.9208723999909125,0.11210700002266094,0.02308640000410378,0.008187600004021078,0.20959879999281839,0.4833103999844752,0.006376000004820526,0.0063106000307016075,,,5.6399738999898545,diagnostics\2c_measurement_comparison\final_fold_smoke\warm\points\point_0000_p_m23p64dbm_fp_8p15306ghz\pump
warm,1,1,0,-23.634999999999998,8.1530612245,6.981202787662067e-06,PASS,VALID_CONVERGED,VALID_SOLVED,True,False,secant,,,30.820095723051026,31.214275083156195,32.837286538949854,8.0530612245,5.650494094334537e-12,5.71006650000345,5.795593699964229,0.010460899968165904,7.299997378140688e-06,5.71684979996644,0.06818830000702292,4.316363500081934,0.0,0.0,7,7,6.50142511338105e-13,1.6426580506460697e-12,1.8005423699281228e-06,direct,,,,,,,0.8254234000341967,0.8254224000265822,0.12756190000800416,0.027948499948251992,0.0004950000438839197,0.19502970000030473,0.41854260000400245,0.0043117000022903085,0.004169299965724349,,,6.623081600002479,diagnostics\2c_measurement_comparison\final_fold_smoke\warm\points\point_0001_p_m23p635dbm_fp_8p15306ghz\pump
warm,2,2,0,-23.63,8.1530612245,6.985222647927353e-06,ERROR,FAIL,ERROR,True,False,secant,stalled at Newton 10 (reduction ratio 0.970),,,,,,,9.093646599969361,9.14167370001087,0.007745500013697892,1.100008375942707e-06,9.10110969998641,0.032788700016681105,6.154817499977071,0.0,0.0,10,10,0.00017601532964598346,0.00017601532964600552,1.8108110452519392e-06,direct,,,,,,,,,,,,,,,,,,9.141700400039554,diagnostics\2c_measurement_comparison\final_fold_smoke\warm\points\point_0002_p_m23p63dbm_fp_8p15306ghz\pump
