point_index,i_power,j_freq,pump_power_dbm,pump_freq_ghz,pump_current_peak_a,warm_started,pump_status,pump_runtime_s,pump_wall_runtime_s,pump_setup_runtime_s,pump_schur_setup_runtime_s,pump_solve_wall_runtime_s,pump_write_runtime_s,pump_factor_runtime_s,pump_preconditioner_assembly_runtime_s,pump_preconditioner_numeric_factor_runtime_s,pump_coeff_rel,pump_time_rel,pump_newton_total,pump_gmres_total,pump_branch_current_max,pump_failure_reason,pump_continuation_method,pump_continuation_steps,pump_continuation_reached_target,pump_continuation_fold_lambda,pump_continuation_runtime_s,gain_db,gain_vs_off_db,gain_vs_pumpdiag_db,signal_ghz,linear_rel_residual,gain_total_runtime_s,gain_wall_runtime_s,gain_gamma_hat_runtime_s,gain_khat_build_runtime_s,gain_khat_off_runtime_s,gain_matrix_assemble_runtime_s,gain_factor_solve_runtime_s,gain_baseline_off_runtime_s,gain_baseline_pumpdiag_runtime_s,spectrum_peak_gain_db,spectrum_peak_signal_ghz,gain_status,signal_attenuation_db,status,elapsed_s,pump_dir,direct_wall_s,recovery_wall_s,route,tier2_substeps,tier2_terminal_reason,tier2_runtime_s,tier3_arclength_steps,tier3_fold_lambda,tier3_terminal_reason,tier3_runtime_s,tier4_anchor_found,tier4_anchor_search_runtime_s
0,0,0,-26.0,7.7,5.577603388774728e-06,False,VALID_CONVERGED,4.331040599994594,4.468649500005995,0.009892799993394874,0.07351449999259785,4.331551900002523,0.05042440000397619,3.6402261999901384,0.3098113000014564,2.978313600018737,1.8810845981352012e-13,2.7318869664374962e-11,8,8,1.217017225460283e-06,,adaptive_secant,1,True,,4.331543599997531,7.506497759754545,8.147646621913156,8.182454300933998,7.2,3.297006388670579e-12,0.3655692999891471,0.36556809999456163,0.07925919999252073,0.013567600006354041,0.000578399994992651,0.06963070000347216,0.15799900000274647,0.003910300001734868,0.003049000006285496,,,VALID_SOLVED,79.86282919089916,PASS,4.8531070000026375,g1_current_77\pass\points\point_0000_p_m26dbm_fp_7p7ghz\pump,4.854025000007823,0.0,DIRECT,,,,,,,,,
1,1,0,-25.473684210526315,7.7,5.926024174058744e-06,True,VALID_CONVERGED,0.9991480999888154,1.039720100001432,0.01007720000052359,0.0002804000105243176,0.9996220000030007,0.026504299996304326,0.5354031000169925,0.1976905000046827,0.3350485000119079,7.950083906090848e-12,2.8118913156453007e-11,5,5,1.2910452842169973e-06,,direct,,,,,7.420865081846832,8.062013944005441,8.087564835495666,7.2,3.4735536190305824e-12,0.34007339998788666,0.340072599996347,0.056302299999515526,0.013064500002656132,0.0007695999956922606,0.06756160000804812,0.1557708000036655,0.0036265999951865524,0.005768999995780177,,,VALID_SOLVED,79.86282919089916,PASS,1.3955717000062577,g1_current_77\pass\points\point_0001_p_m25p4737dbm_fp_7p7ghz\pump,1.396580400003586,0.0,DIRECT,,,,,,,,,
2,2,0,-24.94736842105263,7.7,6.296210050037844e-06,True,VALID_CONVERGED,1.1739304000075208,1.217480399995111,0.010543099997448735,0.0003015999973285943,1.1743506000057096,0.029097899998305365,0.6652046999806771,0.25491459999466315,0.4074510000064038,4.076774498798377e-14,2.7310740300688035e-11,6,6,1.3668166482893848e-06,,direct,,,,,6.499196177038239,7.14034503919685,7.116270640948845,7.2,4.044452292318055e-12,0.36183429999800865,0.36183389999496285,0.07071440000436269,0.01316190000216011,0.0009316000068793073,0.07438600000750739,0.15540549998695496,0.0037558999902103096,0.004944999993313104,,,VALID_SOLVED,79.86282919089916,PASS,1.6024632999906316,g1_current_77\pass\points\point_0002_p_m24p9474dbm_fp_7p7ghz\pump,1.6030526999966241,0.0,DIRECT,,,,,,,,,
3,3,0,-24.42105263157895,7.7,6.6895206347169695e-06,True,VALID_CONVERGED,1.2403613999922527,1.2834195000032196,0.009637499999371357,0.0003938000008929521,1.2408233000023756,0.029394700002740137,0.688100699975621,0.2587059999932535,0.42664970002078917,1.2582952400383458e-10,1.2881051977589352e-10,6,6,1.4130803130297043e-06,,direct,,,,,5.187357700467886,5.828506562626499,5.721138625072372,7.2,4.284247084601426e-12,0.33780330000445247,0.33780310000292957,0.05889250000473112,0.012591999999131076,0.0005327999970177189,0.06919080000079703,0.15374520000477787,0.0037741999985883012,0.004901000007521361,,,VALID_SOLVED,79.86282919089916,PASS,1.6371576000092318,g1_current_77\pass\points\point_0003_p_m24p4211dbm_fp_7p7ghz\pump,1.6379645999986678,0.0,DIRECT,,,,,,,,,
4,4,0,-23.894736842105264,7.7,7.107400478488666e-06,True,VALID_CONVERGED,1.1666044000012334,1.2151708000019426,0.011656800008495338,0.00028590000874828547,1.1672789000003831,0.031284700002288446,0.6511560999788344,0.24220570000761654,0.40599899999506306,8.677705756301569e-11,9.098933389747773e-11,6,6,1.477554475796905e-06,,direct,,,,,4.220251992206358,4.861400854364967,4.702744601822305,7.2,4.429131677043447e-12,0.3503384000068763,0.350338100004592,0.05673160000878852,0.013184600000386126,0.0005315000016707927,0.06650439999066293,0.1702480999956606,0.004400999998324551,0.003711299999849871,,,VALID_SOLVED,79.86282919089916,PASS,1.5831124000105774,g1_current_77\pass\points\point_0004_p_m23p8947dbm_fp_7p7ghz\pump,1.5842182000051253,0.0,DIRECT,,,,,,,,,
5,5,0,-23.36842105263158,7.7,7.551384369675129e-06,True,VALID_CONVERGED,1.9551494000043022,1.9974022000096738,0.009684799995739013,0.0002708000101847574,1.9555773000029149,0.02878370000689756,1.1130041999713285,0.42345460000797175,0.685229899987462,1.7471654919074757e-13,2.7234564825851728e-11,10,10,1.574647055757088e-06,,direct,,,,,4.493485710132645,5.1346345722912545,4.981306860606116,7.2,4.346405528946019e-12,0.3350173999933759,0.335017199991853,0.05669359999592416,0.013035700001637451,0.0009548000089125708,0.07025129999965429,0.1540231999970274,0.0030200000037439167,0.004077899997355416,,,VALID_SOLVED,79.86282919089916,PASS,2.348453900005552,g1_current_77\pass\points\point_0005_p_m23p3684dbm_fp_7p7ghz\pump,2.3490983999945456,0.0,DIRECT,,,,,,,,,
6,6,0,-22.842105263157894,7.7,8.023102971495899e-06,True,VALID_CONVERGED,1.7879824999981793,1.8289768999966327,0.00932440000178758,0.0004243000003043562,1.7885005999996793,0.027379699997254647,1.0135282999835908,0.36845020003966056,0.641026499986765,3.673257170823044e-14,2.7384917823060085e-11,9,9,1.648630836378819e-06,,direct,,,,,4.400522113211397,5.041670975370009,4.739705338007615,7.2,6.060944046682236e-12,0.35612579999724403,0.35612520000722725,0.05886069999542087,0.01271959999576211,0.0005146000039530918,0.06310999998822808,0.16793049999978393,0.003114200007985346,0.0050269999919692054,,,VALID_SOLVED,79.86282919089916,PASS,2.201784000004409,g1_current_77\pass\points\point_0006_p_m22p8421dbm_fp_7p7ghz\pump,2.2025511999963783,0.0,DIRECT,,,,,,,,,
7,7,0,-22.315789473684212,7.7,8.524288811164783e-06,True,VALID_CONVERGED,1.1767388000007486,1.2170394999993732,0.009253800002625212,0.00030189999961294234,1.1771697999938624,0.027256999994278885,0.6455546999786748,0.24129289996926673,0.4013808999879984,6.02436649281561e-11,6.619207398151935e-11,6,6,1.665517586485434e-06,,direct,,,,,9.09323811988285,9.734386982041462,9.273916127153106,7.2,6.1294745903255375e-12,0.3318497000000207,0.3318493999977363,0.05809700000099838,0.013389400002779439,0.0005077999958302826,0.06664619999355637,0.1511733999941498,0.003460899999481626,0.003605199992307462,,,VALID_SOLVED,79.86282919089916,PASS,1.5647417000000132,g1_current_77\pass\points\point_0007_p_m22p3158dbm_fp_7p7ghz\pump,1.5657019999925978,0.0,DIRECT,,,,,,,,,
8,8,0,-21.789473684210527,7.7,9.056782643112598e-06,True,VALID_CONVERGED,1.1678650999965612,1.2082354000012856,0.008712000009836629,0.00025969999842345715,1.1684378999925684,0.02648500000941567,0.647915000008652,0.23326219998125453,0.4118783000012627,6.299807031198353e-12,2.8544770694635227e-11,6,6,1.6375986495983357e-06,,direct,,,,,13.693662189446165,14.334811051604778,13.763395895014597,7.2,7.616419168318515e-12,0.3905970000050729,0.39059580001048744,0.0701995999988867,0.0143716000020504,0.0005082999996375293,0.07847259999834932,0.173961300009978,0.0031457000004593283,0.0030963000026531518,,,VALID_SOLVED,79.86282919089916,PASS,1.6153176999941934,g1_current_77\pass\points\point_0008_p_m21p7895dbm_fp_7p7ghz\pump,1.6160985000024084,0.0,DIRECT,,,,,,,,,
9,9,0,-21.263157894736842,7.7,9.622540209706641e-06,True,VALID_CONVERGED,1.408736700002919,1.454383999996935,0.010951500007649884,0.0003642999945441261,1.4092017999937525,0.030336299998452887,0.791315599999507,0.297943799989298,0.4903677999973297,2.8946651819154877e-14,2.7678668792000923e-11,7,7,1.6272942792857535e-06,,direct,,,,,17.22217934239917,17.86332820455778,17.24955107295229,7.2,9.058389368983653e-12,0.36542410000402015,0.36542390000249725,0.05799249999108724,0.014084000009461306,0.0005846999993082136,0.08456829999340698,0.16199419999611564,0.003863600009935908,0.004832100006751716,,,VALID_SOLVED,79.86282919089916,PASS,1.8704531000112183,g1_current_77\pass\points\point_0009_p_m21p2632dbm_fp_7p7ghz\pump,2.4598477999970783,0.0,DIRECT,,,,,,,,,
