point_index,i_power,j_freq,pump_power_dbm,pump_freq_ghz,pump_current_peak_a,warm_started,pump_status,pump_runtime_s,pump_wall_runtime_s,pump_setup_runtime_s,pump_schur_setup_runtime_s,pump_solve_wall_runtime_s,pump_write_runtime_s,pump_factor_runtime_s,pump_preconditioner_assembly_runtime_s,pump_preconditioner_numeric_factor_runtime_s,pump_coeff_rel,pump_time_rel,pump_newton_total,pump_gmres_total,pump_branch_current_max,pump_failure_reason,pump_continuation_method,pump_continuation_steps,pump_continuation_reached_target,pump_continuation_fold_lambda,pump_continuation_runtime_s,gain_db,gain_vs_off_db,gain_vs_pumpdiag_db,signal_ghz,linear_rel_residual,gain_total_runtime_s,gain_wall_runtime_s,gain_gamma_hat_runtime_s,gain_khat_build_runtime_s,gain_khat_off_runtime_s,gain_matrix_assemble_runtime_s,gain_factor_solve_runtime_s,gain_baseline_off_runtime_s,gain_baseline_pumpdiag_runtime_s,spectrum_peak_gain_db,spectrum_peak_signal_ghz,gain_status,signal_attenuation_db,status,elapsed_s,pump_dir,direct_wall_s,recovery_wall_s,route,tier2_substeps,tier2_terminal_reason,tier2_runtime_s,tier3_arclength_steps,tier3_fold_lambda,tier3_terminal_reason,tier3_runtime_s,tier4_anchor_found,tier4_anchor_search_runtime_s
10,10,0,-20.736842105263158,7.7,1.0223639424297714e-05,True,VALID_CONVERGED,0.37309730000561103,0.415019799998845,0.009135400003287941,0.00042300000495743006,0.37351209999178536,0.028004899999359623,0.20822669999324717,0.07763770000019576,0.12983459999668412,7.022732375419326e-12,2.922380187562107e-11,2,2,1.3735737578107847e-06,,direct,,,,,18.41138167796541,19.05253054012402,18.57903077901482,7.2,9.356480805324038e-12,0.3542172000015853,0.3542167999985395,0.05338620000111405,0.013427400001091883,0.0005169999931240454,0.07669450000685174,0.1665279000008013,0.0032529000018257648,0.003938000008929521,,,VALID_SOLVED,79.86282919089916,PASS,0.784040600003209,g1_current_77\pass\points\point_0010_p_m20p7368dbm_fp_7p7ghz\pump,1.077075799999875,56.445269000003464,ARCLENGTH_RECOVERY,14,step_floor,14.102585000000545,29,0.9832966778930263,target,41.557820399990305,,
11,11,0,-20.210526315789473,7.7,1.0862288002976394e-05,True,VALID_CONVERGED,0.00398400000995025,0.04228829999919981,0.009093300002859905,0.00030189999961294234,0.004043499997351319,0.025517899994156323,0.0,0.0,0.0,7.988082748490247e-14,2.827215150589715e-11,0,0,1.3971640024979948e-06,,direct,,,,,18.980654991228857,19.62180385338747,19.283454273845614,7.2,1.321983683517011e-11,0.32886940000753384,0.32886920000601094,0.05301370000233874,0.013305200001923367,0.0005210000090301037,0.06331819998740684,0.15454300001147203,0.0033716000034473836,0.0035293999972054735,,,VALID_SOLVED,79.86282919089916,PASS,0.3890265000081854,g1_current_77\pass\points\point_0011_p_m20p2105dbm_fp_7p7ghz\pump,1.5423908999946434,6.168424100003904,POWER_SUBSTEP,6,reached,5.778639900003327,,,,,,
12,12,0,-19.684210526315788,7.7,1.1540831573068692e-05,True,VALID_CONVERGED,0.004098600009456277,0.042061799991643056,0.008718800003407523,0.00024509998911526054,0.004158399999141693,0.025515900008031167,0.0,0.0,0.0,2.5688413725377405e-10,2.578437017826337e-10,0,0,1.5044379894176944e-06,,direct,,,,,12.359444052342104,13.000592914500714,13.190063794710504,7.2,1.1068129777593052e-11,0.3771695000032196,0.37716920000093523,0.0723878999997396,0.013462300004903227,0.0005202999891480431,0.07694909999554511,0.16028599999845028,0.005711699996027164,0.005212500007473864,,,VALID_SOLVED,79.86282919089916,PASS,0.4352442999952473,g1_current_77\pass\points\point_0012_p_m19p6842dbm_fp_7p7ghz\pump,1.0735631999996258,7.365107299992815,POWER_SUBSTEP,6,reached,6.929143299988937,,,,,,
13,13,0,-19.157894736842106,7.7,1.226176228815177e-05,True,VALID_CONVERGED,0.004419000004418194,0.04946289998770226,0.01086080000095535,0.00031210000452119857,0.004465899997740053,0.03069280000636354,0.0,0.0,0.0,2.2457440032294378e-14,2.890010469715624e-11,0,0,1.6195817370835105e-06,,direct,,,,,10.613675329411427,11.254824191570037,11.313027996435281,7.2,1.138196520195103e-11,0.35435550000693183,0.35435530000540894,0.05884739999601152,0.015375100003439002,0.000526699994225055,0.06214910000562668,0.17469949999940582,0.0036112000088905916,0.003431699995417148,,,VALID_SOLVED,79.86282919089916,PASS,0.42103620000125375,g1_current_77\pass\points\point_0013_p_m19p1579dbm_fp_7p7ghz\pump,1.085531099990476,6.165282300004037,POWER_SUBSTEP,6,reached,5.743395099998452,,,,,,
14,14,0,-18.63157894736842,7.7,1.302772798123096e-05,True,VALID_CONVERGED,0.5443881999963196,0.6016983000008622,0.017188600002555177,0.0005948000034550205,0.5448515000025509,0.033458099991548806,0.31045540000195615,0.1311264999822015,0.1784073000017088,7.624326448419041e-10,7.627592069884058e-10,2,2,1.776903387272644e-06,,direct,,,,,21.539813974170364,22.180962836328973,21.994965237271266,7.2,1.0262547240617645e-11,0.5032701000018278,0.503268600004958,0.11941520000982564,0.02092560000892263,0.0009228999988408759,0.1104507999989437,0.20663440000498667,0.0031078999891178682,0.004321300002629869,,,VALID_SOLVED,79.86282919089916,PASS,1.1206826000125147,g1_current_77\pass\points\point_0014_p_m18p6316dbm_fp_7p7ghz\pump,1.2680821000103606,44.48676970000088,ARCLENGTH_RECOVERY,14,step_floor,16.081876800002647,12,0.9930081790663405,target,27.283043499992345,,
15,15,0,-18.105263157894736,7.7,1.3841541889696077e-05,True,FAIL,1.4804218000062974,1.567062399990391,0.0126618999929633,0.0004625000001396984,1.4811064999958035,0.06931110000004992,0.782492500016815,0.31555080000543967,0.46408639998116996,0.031348556942972894,,5,5,2.1515269087489476e-06,stalled at Newton 5 (reduction ratio 0.911),direct,,,,,,,,,,,,,,,,,,,,,ERROR,79.86282919089916,ERROR,1.5672288999921875,g1_current_77\pass\points\point_0015_p_m18p1053dbm_fp_7p7ghz\pump,1.5686671000003116,89.14378269998997,FAILED_NUMERICAL,11,step_floor,12.071144000001368,33,0.9607493736405691,deadline,60.078862099995604,False,16.993733000010252
16,16,0,-17.578947368421055,7.7,1.470619298777438e-05,True,FAIL,1.7754302999965148,1.9769164000026649,0.014609500009100884,0.14558430000033695,1.775490699990769,0.03788949998852331,1.3496269000024768,0.17616560000169557,0.7844529999856604,0.09191773148745426,,4,4,2.3775525613218053e-06,stalled at Newton 4 (reduction ratio 0.900),direct,,,,,,,,,,,,,,,,,,,,,ERROR,79.86282919089916,ERROR,1.9770989999960875,g1_current_77\pass\points\point_0016_p_m17p5789dbm_fp_7p7ghz\pump,1.977737099994556,12.822710699998424,PAST_CONNECTED_BRANCH_BOUNDARY,11,step_floor,12.822700300006545,,,,,,
17,17,0,-17.05263157894737,7.7,1.5624856964429816e-05,True,FAIL,0.7949387999979081,0.8363892000052147,0.010862600000109524,0.00026610000350046903,0.7949923999985913,0.026762800000142306,0.4169786000129534,0.15995629999088123,0.2553512000013143,0.12571810298854671,,4,4,2.538874937039419e-06,stalled at Newton 4 (reduction ratio 0.984),direct,,,,,,,,,,,,,,,,,,,,,ERROR,79.86282919089916,ERROR,0.8364812000072561,g1_current_77\pass\points\point_0017_p_m17p0526dbm_fp_7p7ghz\pump,0.8380875000002561,13.266346499993233,PAST_CONNECTED_BRANCH_BOUNDARY,11,step_floor,13.266338200002792,,,,,,
18,18,0,-16.526315789473685,7.7,1.6600907887027395e-05,True,FAIL,1.2952647000056459,1.3418564999883529,0.014087599993217736,0.00027970000519417226,1.2953294000035385,0.029109300012351014,0.6902792000182671,0.2490356999624055,0.4388661000120919,0.14867503610933838,,6,6,2.63359069967964e-06,stalled at Newton 6 (reduction ratio 0.981),direct,,,,,,,,,,,,,,,,,,,,,ERROR,79.86282919089916,ERROR,1.3419539999886183,g1_current_77\pass\points\point_0018_p_m16p5263dbm_fp_7p7ghz\pump,1.3436983999999939,12.787973599988618,PAST_CONNECTED_BRANCH_BOUNDARY,11,step_floor,12.787968000004184,,,,,,
19,19,0,-16.0,7.7,1.763793059360177e-05,True,FAIL,0.8396824999945238,0.8817341000103625,0.009367999999085441,0.000258400003076531,0.8397393000050215,0.028824000008171424,0.4240360999974655,0.1576428999978816,0.26481399999465793,0.22316441327575892,,4,4,2.556484567684104e-06,stalled at Newton 4 (reduction ratio 0.974),direct,,,,,,,,,,,,,,,,,,,,,ERROR,79.86282919089916,ERROR,0.8818654000060633,g1_current_77\pass\points\point_0019_p_m16dbm_fp_7p7ghz\pump,0.8839021000021603,12.98907440000039,PAST_CONNECTED_BRANCH_BOUNDARY,11,step_floor,12.989061600004788,,,,,,
