theta,mu,source_current_a,max_abs_sin_phi,max_abs_phi,min_cos_phi,strongest_branch,state_norm,pump_node_flux,time_s
0.0,1.1299598687329626e-05,1.0,0.7518638411391109,0.8508844618709706,0.6593184089554469,1829,6.329023969844416,-9.866573179775453e-18,0.0
0.05,1.1285798053503962e-05,0.9987502603949663,0.7520964097416774,0.8512372738034627,0.6590531013914426,1830,6.319567388930376,2.761419641769408e-16,1.0073097664044009e-12
0.1,1.1244419812903204e-05,0.9950041652780258,0.7547770349444016,0.8553141576263703,0.6559814231520109,1830,6.311577441422393,5.611611762350438e-16,2.0146195328088018e-12
0.15000000000000002,1.1175545313532369e-05,0.9887710779360422,0.7556956930030161,0.8567157212404017,0.6549229111709952,1790,6.305045497753168,8.444943415098328e-16,3.021929299213203e-12
0.2,1.1079317094007336e-05,0.9800665778412416,0.7572462243363779,0.8590864681356272,0.6531295091544249,1727,6.299945864693496,1.1254463188953976e-15,4.0292390656176035e-12
0.25,1.0955938843682497e-05,0.9689124217106447,0.757822919474928,0.8599698927823135,0.6524602843993624,1727,6.296237063684702,1.4033253518808108e-15,5.036548832022004e-12
0.3,1.0805675240868557e-05,0.955336489125606,0.7565479631254862,0.8580180290096941,0.6539382077006036,1727,6.293863404567788,1.6774450660929597e-15,6.043858598426405e-12
0.35,1.0628851667532974e-05,0.9393727128473789,0.7534035413595825,0.8532228726622841,0.6575584414079404,1727,6.292756658235794,1.947126488777603e-15,7.0511683648308055e-12
0.39999999999999997,1.0425853799087824e-05,0.9210609940028851,0.7518295874365495,0.850832510207737,0.6593574686427597,1728,6.292837672850283,2.211700058077401e-15,8.058478131235205e-12
0.44999999999999996,1.019712706809491e-05,0.900447102352677,0.7502776616743675,0.8484819639421473,0.6611228557480398,1688,6.294017835757464,2.470507591381067e-15,9.065787897639607e-12
0.49999999999999994,9.943176000955695e-06,0.8775825618903728,0.7479903236925736,0.845028945194264,0.6637096320397038,1688,6.296200342992354,2.722904184045075e-15,1.0073097664044007e-11
0.5499999999999999,9.664563426903519e-06,0.8525245220595058,0.7440247323860105,0.8390740032332898,0.668152076699553,1688,6.299281290155817,2.9682600134098984e-15,1.1080407430448408e-11
0.6,9.361909558877435e-06,0.8253356149096783,0.7384350844254977,0.830746684211082,0.6743245702845984,1688,6.303150636064136,3.205962028079127e-15,1.208771719685281e-11
0.65,9.035890946129866e-06,0.7960837985490559,0.7361714116779531,0.8273958772865687,0.676795133425241,1689,6.30769311015436,3.435415508681344e-15,1.3095026963257211e-11
0.7000000000000001,8.687239298704097e-06,0.7648421872844884,0.7337536054491474,0.8238303494655147,0.6794156654731894,2498,6.312789134840869,3.656045493342156e-15,1.4102336729661613e-11
0.7500000000000001,8.316740184211286e-06,0.7316888688738208,0.7311664338681065,0.820030202043642,0.6821991248782102,2395,6.3183158165009115,3.8672980682844925e-15,1.5109646496066016e-11
0.8000000000000002,7.925231597639786e-06,0.6967067093471653,0.7304644665153504,0.819001791423224,0.6829507033149937,2395,6.324148028642307,4.068641530763805e-15,1.6116956262470417e-11
0.8500000000000002,7.513602405241149e-06,0.659983145884982,0.7280685232914857,0.8155001188543698,0.6855043584049305,2395,6.330159576123703,4.259567437410106e-15,1.712426602887482e-11
0.9000000000000002,7.082790663856475e-06,0.6216099682706643,0.7240082512373638,0.8095955554222216,0.6897913105716934,2395,6.3362243991489215,4.4395915555762595e-15,1.813157579527922e-11
0.9500000000000003,6.63378181737296e-06,0.5816830894638833,0.7228617449385204,0.8079348959203145,0.6909926900513763,2396,6.342217757685461,4.608254738202166e-15,1.9138885561683622e-11
