pass,point_index,i_power,j_freq,pump_power_dbm,pump_freq_ghz,pump_current_peak_a,status,pump_status,gain_status,warm_started,warm_retry_reseed,pump_predictor,pump_failure_reason,gain_failure_reason,gain_db,gain_vs_off_db,gain_vs_pumpdiag_db,signal_ghz,linear_rel_residual,pump_runtime_s,pump_wall_runtime_s,pump_setup_runtime_s,pump_schur_setup_runtime_s,pump_solve_wall_runtime_s,pump_write_runtime_s,pump_factor_runtime_s,pump_preconditioner_assembly_runtime_s,pump_preconditioner_numeric_factor_runtime_s,pump_newton_total,pump_gmres_total,pump_coeff_rel,pump_time_rel,pump_branch_current_max,pump_continuation_method,pump_continuation_steps,pump_continuation_reached_target,pump_continuation_fold_lambda,pump_continuation_runtime_s,gain_total_runtime_s,gain_wall_runtime_s,gain_gamma_hat_runtime_s,gain_khat_build_runtime_s,gain_khat_off_runtime_s,gain_matrix_assemble_runtime_s,gain_factor_solve_runtime_s,gain_baseline_off_runtime_s,gain_baseline_pumpdiag_runtime_s,spectrum_peak_gain_db,spectrum_peak_signal_ghz,elapsed_s,pump_dir
warm,0,0,0,-40.0,7.043,1.193060016028432e-06,PASS,VALID_CONVERGED,VALID_SOLVED,False,False,none,,,0.8558352060709242,0.9181915724669877,0.8871086450213785,6.9430000000000005,9.15981274766204e-13,3.396585700014839,3.567828200000804,0.009961700008716434,0.11075140000320971,3.397420499997679,0.04522479997831397,2.6960276999743655,0.2243319999834057,1.5256868000433315,5,5,1.0742734790962735e-12,2.266835167377197e-12,5.325392786278146e-07,adaptive_secant,1,True,,3.3974178999778815,0.5636897999793291,0.5636859999794979,0.08544419999816455,0.017722099990351126,0.0009001000144053251,0.14910670000244863,0.24609180001425557,0.005341499985661358,0.006121799990069121,,,4.211819199990714,diagnostics\2c_measurement_comparison\raw_7043_fine\warm\points\point_0000_p_m40dbm_fp_7p043ghz\pump
warm,1,1,0,-39.95,7.043,1.1999476266658163e-06,PASS,VALID_CONVERGED,VALID_SOLVED,True,False,none,,,0.8751170256518632,0.9374733920479275,0.9061494184408001,6.9430000000000005,9.10747297808616e-13,1.454474600002868,1.5126339999842457,0.009182499983580783,0.0003763000131584704,1.4552604999917094,0.0437977000256069,0.7659394000074826,0.2622920000285376,0.5009973999694921,5,5,5.015391329935877e-14,1.8121114467542704e-12,5.353410160918121e-07,direct,,,,,0.5556690999947023,0.5556679000146687,0.13909830001648515,0.018471699993824586,0.0010747000051196665,0.10515240000677295,0.2390323999861721,0.005053500004578382,0.005265500018140301,,,2.1072112999972887,diagnostics\2c_measurement_comparison\raw_7043_fine\warm\points\point_0001_p_m39p95dbm_fp_7p043ghz\pump
warm,2,2,0,-39.9,7.043,1.2068749999133453e-06,PASS,VALID_CONVERGED,VALID_SOLVED,True,False,secant,,,0.8947620094807127,0.9571183758767736,0.9255521171092567,6.9430000000000005,9.02284259966654e-13,0.6075833999784663,0.6824078999925405,0.007721600006334484,0.00027910000062547624,0.6086070999735966,0.05842809999012388,0.3007021000084933,0.102065599989146,0.19744289998197928,2,2,8.010005795764641e-13,2.143452994914037e-12,5.3857116142919e-07,direct,,,,,0.5081757000007201,0.5081750999961514,0.0809855000115931,0.014668699994217604,0.0008733999857213348,0.10603899997659028,0.24646260001463816,0.005361199990147725,0.004998100019292906,,,1.2502543999871705,diagnostics\2c_measurement_comparison\raw_7043_fine\warm\points\point_0002_p_m39p9dbm_fp_7p043ghz\pump
warm,3,3,0,-39.85,7.043,1.2138423653230677e-06,PASS,VALID_CONVERGED,VALID_SOLVED,True,False,secant,,,0.9147746420331194,0.9771310084291827,0.9453214061355709,6.9430000000000005,1.0348090671832448e-12,0.5645062999974471,0.6509403999953065,0.011485199996968731,0.00043200000072829425,0.5651314999850001,0.06860590001451783,0.28357749999850057,0.0835975999943912,0.19882039999356493,2,2,3.0010979593074557e-13,2.1990571465698574e-12,5.418197493010997e-07,direct,,,,,0.4831597000011243,0.48315960000036284,0.06746349998866208,0.014908800018019974,0.0005147000192664564,0.1094170999713242,0.22986360001959838,0.006602300010854378,0.005338699993444607,,,1.1928767999925185,diagnostics\2c_measurement_comparison\raw_7043_fine\warm\points\point_0003_p_m39p85dbm_fp_7p043ghz\pump
warm,4,4,0,-39.8,7.043,1.2208499537722567e-06,PASS,VALID_CONVERGED,VALID_SOLVED,True,False,secant,,,0.9351596300819129,0.9975159964779766,0.9654619973689504,6.9430000000000005,1.1765676243084103e-12,0.5778169000113849,0.6275978999910876,0.008371399977477267,0.0004526999837253243,0.5783789000124671,0.037000999989686534,0.32359670000732876,0.10810729998047464,0.21420889999717474,2,2,1.2332610169487087e-12,2.2410433844662887e-12,5.450232693408746e-07,direct,,,,,0.5161255999992136,0.5161241000168957,0.09607920001144521,0.016028699988964945,0.000520800007507205,0.11194410000462085,0.2312339000054635,0.0070247999974526465,0.004626100009772927,,,1.2152766000072006,diagnostics\2c_measurement_comparison\raw_7043_fine\warm\points\point_0004_p_m39p8dbm_fp_7p043ghz\pump
warm,5,5,0,-39.75,7.043,1.2278979974710543e-06,PASS,VALID_CONVERGED,VALID_SOLVED,True,False,secant,,,0.9559216529471228,1.018278019343185,0.9859785673010701,6.9430000000000005,9.109861911741842e-13,0.5495997999969404,0.6419658999948297,0.008065700007136911,0.00031400000443682075,0.5504144000005908,0.07846009999047965,0.2968395999923814,0.1081463000155054,0.187730300007388,2,2,7.981101274978119e-14,1.8104816348224433e-12,5.482580186306401e-07,direct,,,,,0.5124920000089332,0.5124910000013188,0.08263180000358261,0.017726599995512515,0.000541799992788583,0.1221549000183586,0.22752489999402314,0.0071813999966252595,0.005731399985961616,,,1.1963987000053748,diagnostics\2c_measurement_comparison\raw_7043_fine\warm\points\point_0005_p_m39p75dbm_fp_7p043ghz\pump
warm,6,6,0,-39.7,7.043,1.2349867299701603e-06,PASS,VALID_CONVERGED,VALID_SOLVED,True,False,secant,,,0.9770653191606105,1.0394216855566731,1.0068757296084312,6.9430000000000005,1.0405774805484692e-12,0.5534640999976546,0.6091160999785643,0.010055999999167398,0.000454399996669963,0.554742600012105,0.03838389998418279,0.28926300004241057,0.10374550000415184,0.1844893000088632,2,2,4.171284399506127e-14,1.7687388767686834e-12,5.515536850731402e-07,direct,,,,,0.48312049999367446,0.48311969998758286,0.09741879999637604,0.015062499995110556,0.0006528999947477132,0.10025780001888052,0.21008570000412874,0.0050106999988202006,0.004042300017317757,,,1.1679502000042703,diagnostics\2c_measurement_comparison\raw_7043_fine\warm\points\point_0006_p_m39p7dbm_fp_7p043ghz\pump
warm,7,7,0,-39.65,7.043,1.242116386168591e-06,PASS,VALID_CONVERGED,VALID_SOLVED,True,False,secant,,,0.998595208349246,1.0609515747453087,1.0281580675292727,6.9430000000000005,9.248335774870957e-13,0.5614852999860886,0.6173161000187974,0.006412100017769262,0.00033310000435449183,0.5623426999954972,0.04367519999505021,0.2819585000106599,0.08435710001504049,0.19650520000141114,2,2,5.407271763327333e-14,1.8497054242223367e-12,5.548393908262231e-07,direct,,,,,0.5055455999972764,0.5055446999904234,0.11465129998396151,0.01259359999676235,0.000586300011491403,0.09536469998420216,0.22911620000377297,0.005086600023787469,0.0048442000115755945,,,1.164669900026638,diagnostics\2c_measurement_comparison\raw_7043_fine\warm\points\point_0007_p_m39p65dbm_fp_7p043ghz\pump
warm,8,8,0,-39.6,7.043,1.2492872023214335e-06,PASS,VALID_CONVERGED,VALID_SOLVED,True,False,secant,,,1.0205158373629541,1.0828722037590162,1.0498301005147164,6.9430000000000005,9.891012987555458e-13,0.6567615999956615,0.7616014999803156,0.006388199981302023,0.0002815999905578792,0.6576537000073586,0.09295339998789132,0.34125070000300184,0.11566449998645112,0.22455990000162274,2,2,2.3768004555912304e-13,1.8565655117856204e-12,5.579866809343506e-07,direct,,,,,0.47874360001878813,0.4787431000149809,0.0877088000124786,0.0137020000256598,0.0005203999753575772,0.09717389999423176,0.22854609999922104,0.004379899997729808,0.004461399978026748,,,1.273184299992863,diagnostics\2c_measurement_comparison\raw_7043_fine\warm\points\point_0008_p_m39p6dbm_fp_7p043ghz\pump
warm,9,9,0,-39.55,7.043,1.2564994160476991e-06,PASS,VALID_CONVERGED,VALID_SOLVED,True,False,secant,,,1.042831646889757,1.1051880132858205,1.0718962717341844,6.9430000000000005,1.0380429541576313e-12,0.5409023000102025,0.6019387999840546,0.008733099995879456,0.00040740001713857055,0.5421358000021428,0.04602259999956004,0.2887198999815155,0.09046519998810254,0.1973555999866221,2,2,2.2954998700857757e-12,2.944011559363354e-12,5.613827146203846e-07,direct,,,,,0.4877760000235867,0.4877746000129264,0.11767629999667406,0.014740699989488348,0.0007364999910350889,0.08130359998904169,0.2178198000183329,0.005341800017049536,0.004790300008608028,,,1.1307974999945145,diagnostics\2c_measurement_comparison\raw_7043_fine\warm\points\point_0009_p_m39p55dbm_fp_7p043ghz\pump
